"name","url","productCount","stock","minPrice","maxPrice","lastSeen","categories"
"和平修仙 一剑开天门 洛克王国 助手","https://pay.ldxp.cn/shop/yuze","16","817","5","320","2026-08-03T01:24:55.3832550+08:00","吃丹修仙安卓 | 吃丹修仙苹果 | 洛克王国-世界-手游 | 一剑开天门"
"极速蹬官方店","https://pay.ldxp.cn/shop/4B4R3T44","16","887","1.6","199.99","2026-08-03T00:52:11.4988320+08:00","AI直充 | ChatGPT Pro 成品号 | ChatGPT Pro额度 | ChatGPT Pro日抛 | codex接码 | GPT官方直充plus pro（质保一个月） | Open Ai"
"千川Ai","https://pay.ldxp.cn/shop/XHA54E0U","16","1185","0.24","1150","2026-08-03T01:18:01.1337090+08:00","千川Ai | 微软邮箱 | codex 接码 | Gemini充值订阅 | GPT代充 | K12"
"小野的AI会员店","https://pay.ldxp.cn/shop/XiaoYie","16","1199","6","1650","2026-08-03T01:18:01.1337090+08:00","Chat GPT | Claude | Codex绑定 接码 | Gemini Pro | Telegram | X 推特 Premium/P+"
"修仙助手包售后","https://pay.ldxp.cn/shop/10VFM4DF","16","10599","0.4","280","2026-08-03T01:24:55.3832550+08:00","星星云手机 | 星星云云机（备货） | 一键吃丹安卓 | 一键吃丹安卓（库存） | 一键吃丹苹果 | 一键吃丹体验卡"
"ai高端玩家","https://pay.ldxp.cn/shop/buy-ai","16","2630","0.2","1280","2026-08-03T01:28:14.9787100+08:00","账号邮箱 / Apple ID / 其他 | Claude | Codex / 接码 | Cursor / Windsurf | Gemini | GPT / ChatGPT | Grok | TG/电报/飞机/ Telegram 账号"
"AI海外账号","https://pay.ldxp.cn/shop/0000","16","1198","1","1310","2026-08-03T01:24:55.3832550+08:00","接码 | 邮箱 | ChatGPT | Claude | GPT/Gemini/Claude/Grok/Gmail/TG/苹果ID/FB/INS/X/GH | Instagram | TG/电报/飞机/gram 账号 | X / 推特账号"
"ai能量小铺","https://pay.ldxp.cn/shop/S5UL3UHI","16","26412","4.9","1150","2026-08-03T01:28:14.9787100+08:00","Codex | codex长效接码 | gemini 成品 | gemini 充值 | Grok"
"AI源头","https://pay.ldxp.cn/shop/cola","16","3281","0.7","138","2026-08-03T00:55:54.5508940+08:00","AI直充 | ChatGPT | Grok"
"AI杂货","https://pay.ldxp.cn/shop/2E2KPQD1","16","1321","3","123.2","2026-08-03T01:24:55.3832550+08:00","接码 | ChatGPT | Gemini | ip"
"AI资源铺子","https://pay.ldxp.cn/shop/IOSGPTKK","16","2919","3.5","690","2026-08-03T01:24:55.3832550+08:00","ChatGPT | codex长效接码 | Gemini | gemini 成品 | Gemini Pro 直充链接"
"Ai最严厉的舅舅","https://pay.ldxp.cn/shop/aigptai","16","2727","20","1600","2026-08-03T01:06:13.8323440+08:00","成品号 | 墙外必备 | AI教学 | Chatgpt Plus Pro | Claude | Gemini | Grok"
"GPT官网直冲供应商站","https://pay.ldxp.cn/shop/upai2026","16","2761","0.5","1300","2026-08-03T01:18:01.1337090+08:00","谷歌系列 | 谷歌邮箱普号 | 邮箱 | claude | Codex  GPT接码 | codex接码 | GPT | TG/电报/飞机/ Telegram 账号"
"Pure Tokens 官方旗舰店","https://pay.ldxp.cn/shop/pyplus","16","395","3","8888","2026-08-03T01:24:55.3832550+08:00","官方充值 | ChatGPT Plus 成品号 | ChatGPT Pro 额度 | Claude Max 额度 | Pure Tokens 会员"
"Snowwit","https://pay.ldxp.cn/shop/snowwit","16","499","8.8","1320","2026-08-03T01:28:14.9787100+08:00","ChatGPT | Claude | Google | Grok"
"yoloo的小店","https://pay.ldxp.cn/shop/haozi719","16","230","10","1250","2026-08-03T01:02:52.0019990+08:00","苹果ID | fimga | gemini成品 gpt成品 美国住宅ip pixelcdk | gpt  claude充值"
"奥特曼丨ChatGPT","https://pay.ldxp.cn/shop/atmgpt","15","829","18","1680","2026-08-03T01:24:55.3832550+08:00","ChatGPT Plus | ChatGPT Pro | Claude | Gemini"
"链动AI","https://pay.ldxp.cn/shop/CE5N3SS4","15","738","2.7","54","2026-08-03T00:55:54.5508940+08:00","接码 | 苹果微信分身 | gemini | Open Ai | TG/电报/飞机/ Telegram 账号"
"迷途小铺","https://pay.ldxp.cn/shop/gpt88","15","744","1.5","700","2026-08-03T01:24:55.3832550+08:00","Gemini | GPT 日抛 | GPT充值（充自己号） | GPT接码"
"苏三ai","https://pay.ldxp.cn/shop/LXRJZHYH","15","1447","0.23","158","2026-08-03T01:21:44.1927740+08:00","微软邮箱、谷歌邮箱账号可注册gpt、gemini等其他ai软件 | Chatgpt | claude | Gemini"
"我有米奇妙妙屋","https://pay.ldxp.cn/shop/8U6H8VI3","15","27106","1.5","133.1","2026-08-03T00:04:30.5553100+08:00","谷歌邮箱 | chatgpt | gemini 成品 | gemini 充值 | gpt plus"
"阳光A晰","https://pay.ldxp.cn/shop/Axi","15","733","4","320","2026-08-03T01:06:13.8323440+08:00","安卓挂机服务 | 洛克王国-世界-手游 | 末世捡废品成仙帝 | 一剑开天门 | MAX进阶吃丹脚本安卓 | MAX进阶吃丹脚本iOS"
"竹子猫小卖部|对接码：fbjb","https://pay.ldxp.cn/shop/EE8LWO59","15","4264","0.4","460","2026-08-03T00:55:54.5508940+08:00","Claude | Codex包接码 | iCloud邮箱 | Plus"
"字节AI","https://pay.ldxp.cn/shop/bhai","15","260","4.47","980","2026-08-03T01:24:55.3832550+08:00","炳火API充值 | 谷歌系列 | ChatGPT | Gemini"
"AI华强北","https://pay.ldxp.cn/shop/gpt5.6","15","15576","4.5","1690","2026-08-03T01:13:32.0005790+08:00","额度充值 | 谷歌服务区 | 纸飞机 | Chatgpt直充 | Claude直充 | Codex接码区"
"AKMOZ.com魔卡AI（销量1w1+）只做精品【GPT成品号 直充 接码】对接码AiMan","https://pay.ldxp.cn/shop/AiMan","15","204","0.9","1320","2026-08-03T01:24:55.3832550+08:00","Claude | gemini | openai | other"
"codex api/账户 专营","https://pay.ldxp.cn/shop/NJISLHXZ","15","1704","8.82","1416","2026-08-03T01:21:44.1927740+08:00","接码专区 | claudecode | gemini | gpt直充 | gptplus成品号/sub2api+cpa | grok分组"
"CYAI小卖铺","https://pay.ldxp.cn/shop/BP2A3Z16","15","1524","0.04","16.07","2026-08-03T01:06:13.8323440+08:00","各类接码 | 接码类 | 邮箱 | chat gpt | ChatGPT-Plus成品号 | Gemini 成品 | GPT | icloud 有效期卡密"
"Fkai-Plus Pro源头直供【招代理】","https://pay.ldxp.cn/shop/subaicc","15","335","2.5","1520","2026-08-03T01:28:14.9787100+08:00","ChatGPT | Claude | Gemini | Grok"
"iKun AI源头小铺","https://pay.ldxp.cn/shop/ikun666","15","834","1","55","2026-08-03T01:02:52.0019990+08:00","Codex接码 | Gemini | GPT | Telegram/Grok/X"
"797","https://pay.ldxp.cn/shop/42KWTJGE","14","809","8","1308","2026-08-03T00:59:26.1539510+08:00","ChatGPT | Codex接码 | Gemini Pro"
"阿北AI会员","https://pay.ldxp.cn/shop/abei","14","1024","1.5","1410","2026-08-03T01:24:55.3832550+08:00","Claude | Gemini | GPT | Grok | Outlook | TG"
"暗影禁区小店","https://pay.ldxp.cn/shop/ayjq","14","3028","0.42","156","2026-08-03T01:06:13.8323440+08:00","0刀卡和一刀卡 | 便宜接码单词 | 特价plus | 邮箱/接码类成品 | Claude code中国特供 | gemini | GPT 优质PLUS区"
"吃丹挂机神器","https://pay.ldxp.cn/shop/AHN","14","10796","5","280","2026-08-03T00:48:19.5027050+08:00","星星云手机 | 一键吃丹安卓 | 一键吃丹苹果"
"微创科技","https://pay.ldxp.cn/shop/wckj","14","179","9.9","1579","2026-08-03T01:24:55.3832550+08:00","谷歌邮箱系列 | Claude | cursor | Gemini | Gemini 会员 | Gemini Pro 直充链接"
"小新的AI小铺","https://pay.ldxp.cn/shop/Yohan","14","2103","0.1","1300","2026-08-03T00:52:11.4988320+08:00","生图神器 | Claude系列 | Gemini | GPT  PLUS | GPT Plus中转 | GROK"
"小熊AI[源头]","https://pay.ldxp.cn/shop/YTR60TGVK","14","16020","1.95","1298","2026-08-03T01:24:55.3832550+08:00","claude | Gemini | GPT | grok"
"AI gogo渠道 （招代理对接码：gogo）","https://pay.ldxp.cn/shop/gogo","14","631","3","1780","2026-08-03T01:24:55.3832550+08:00","邮箱注册 | Claude | GPT | GPT Codex接码"
"La ai","https://pay.ldxp.cn/shop/aisell","14","20358","1.4","602.07","2026-08-03T01:24:55.3832550+08:00","ChatGPT | claude | Gemini | gpt接码"
"shuwang23","https://pay.ldxp.cn/shop/shuwang","14","2970","0.07","1250","2026-08-03T01:21:44.1927740+08:00","接码 | 微软邮箱 | Chatgpt plus官方直充 | ChatGPT日抛 | claude | Gemini | GPT free | TG/电报/飞机/ Telegram 账号"
"【伊莉雅】","https://pay.ldxp.cn/shop/ZM24RG4J","13","26747","2.48","1400","2026-08-03T01:24:55.3832550+08:00","gemini 成品 | gemini 充值 | gpt 成品 | gpt 充值"
"🍟的gpt小破店","https://pay.ldxp.cn/shop/3GFK7874","13","1489","2.47","1150","2026-08-03T01:24:55.3832550+08:00","接码 | Claude | Gemini | PLUS"
"199","https://pay.ldxp.cn/shop/199","13","1007","3.75","1826","2026-08-03T01:24:55.3832550+08:00","ALL | ChatGPT最稳 | Claude官方直充 | GPT官方直充 | K12、Team、BUG | Open Ai"
"低价源头","https://pay.ldxp.cn/shop/E90SJYO9","13","25841","1.6","155","2026-08-03T00:55:54.5508940+08:00","中转站额度充值 | codex | codex接码 | gemini 成品 | gemini 充值 | GPT plus成品号 | GPT官方直充plus pro（质保一个月） | gpt接码 | gpt账号"
"个性个性AI源头批发","https://pay.ldxp.cn/shop/WURK0XWX","13","1779","1.5","1149","2026-08-03T01:18:01.1337090+08:00","ChatGPT | Claude | Gemini | grok"
"李子修仙","https://pay.ldxp.cn/shop/1257179590","13","10595","5","280","2026-08-03T01:24:55.3832550+08:00","星星云手机 | 一键吃丹安卓 | 一键吃丹苹果"
"榴莲的小店","https://pay.ldxp.cn/shop/C1V67W46","13","1805","3","158","2026-08-03T01:24:55.3832550+08:00","纯血GPTAPI | 热销 | 正规代充 | Gemini"
"全自动挂机脚本.","https://pay.ldxp.cn/shop/JLNHAAXT","13","10600","6.58","328","2026-08-03T01:02:52.0019990+08:00","星星云手机 | 一键吃丹安卓（卡密和小黑屋通用） | 一键吃丹苹果"
"岁岁AI小铺（招代理看公告）","https://pay.ldxp.cn/shop/Q0GXQ0X5","13","962","0.5","1258","2026-08-03T01:24:55.3832550+08:00","接码codex、pp和虚拟卡 | ChatGPT 直充 | Claude | codex 接码 | Gemini | GPT plus成品号 | GPT成品号 | iCloud隐私邮箱"
"跳跳ai","https://pay.ldxp.cn/shop/tiaotiaoai","13","2050","3","1250","2026-08-03T01:28:14.9787100+08:00","Claude | Gemini | GPT 接码 | GPT-成品号 | GPT-充自己号"
"晚棠·无忧","https://pay.ldxp.cn/shop/ZWT","13","10602","5","280","2026-08-03T00:52:11.4988320+08:00","星星云手机【激活码】 | 一键吃丹☆安卓 | 一键吃丹☆苹果"
"AI 小铺（全网最低价）","https://pay.ldxp.cn/shop/fuck_open","13","3901","0.4","500","2026-08-03T01:24:55.3832550+08:00","工具卡密 | 官方自营GPT | 接🐎 | 邮箱"
"Ai家族（不推荐·不售卖工具）","https://pay.ldxp.cn/shop/AiTeam","13","833","2.9","1237.5","2026-08-03T01:24:55.3832550+08:00","抖音火花 | Claude | GPT"
"AI龙卷风","https://pay.ldxp.cn/shop/AILJF","13","151","6","475","2026-08-03T01:06:13.8323440+08:00","【临时】淘宝IDE补差价 | 【Claude Code】不限量 | 【Codex】Mix号池-每日刷新额度 | 国模聚合API额度"
"Ai小店1150","https://pay.ldxp.cn/shop/QLL06630","13","624","3.99","1300","2026-08-03T01:09:57.3074800+08:00","账号 | ChatGPT | claude | Gemini | grok"
"Ai小铺","https://pay.ldxp.cn/shop/WPXSCE1B","13","4142","0.55","50.5","2026-08-03T01:18:01.1337090+08:00","Gemini | GPT/codeX | K12"
"Alice的小卖铺","https://pay.ldxp.cn/shop/Alice","13","724","2.12","1848","2026-08-03T01:06:13.8323440+08:00","谷歌/Gemini | ChatGPT | Claude | Codex  GPT接码 | Gemini | Gmail"
"Claude续航站","https://pay.ldxp.cn/shop/185YSRVO","13","864","5.9","1899","2026-08-03T01:24:55.3832550+08:00","猜你想要的 | 续呗天卡 | 续呗月卡 | 续呗周卡 | Claude官方直充 | gpt官方直充 | Grok 直充"
"LaniCC AI","https://pay.ldxp.cn/shop/T37M9N2N","13","1584","9.8","1260","2026-08-03T01:28:14.9787100+08:00","各类接码 | Claude | Gemini | GPT PLUS | GPT Pro | Grok"
"LynnZee","https://pay.ldxp.cn/shop/GAXW96YR","13","1811","0.41","55","2026-08-03T01:13:32.0005790+08:00","各类接码 | 手搓GPTplus，日抛周抛，看ip决定 | 微软邮箱、谷歌邮箱账号可注册gpt、gemini等其他ai软件 | 邮箱账号 | Chatgpt plus 成品号 | codex接码 | Gemini | GPT | Gemini  | Claude | Grok"
"PPL Hub-泡泡龙AI资源站","https://pay.ldxp.cn/shop/PPLai","13","229","1","1229","2026-08-03T01:24:55.3832550+08:00","热门Ai -工具合集📍 | 源头批发区 - 24H更新🧷—利润极低/不教学/可批发 | ChatGPT -（主营推荐👍） | Claude -（主营推荐👍） | Email - 各类邮箱合集📧"
"（和平修仙）（地铁跑刀）脚本","https://pay.ldxp.cn/shop/9O85K6CB","12","263","5","138","2026-08-03T01:24:55.3832550+08:00","安卓小黑屋 | 一剑开天门 | IOS快云游云手机 | VMOS云手机"
"5jupe1","https://pay.ldxp.cn/shop/5jupe1_5","12","647","3","1350","2026-08-03T01:24:55.3832550+08:00","热销 | 中转 API | ChatGPT | Gemini成品号 | Google/Gemini | gpt team/ 普号"
"阿泽AI站（源头直供）","https://pay.ldxp.cn/shop/aze","12","951","1.5","1410","2026-08-03T01:24:55.3832550+08:00","Gemini | GPT | outlook | TG"
"橙子家","https://pay.ldxp.cn/shop/P2WAL5DB","12","665","7.5","1700","2026-08-03T01:24:55.3832550+08:00","ChatGPT | Chatgpt官方直充 | Claude | gpt接码"
"橙子AI批发站","https://pay.ldxp.cn/shop/G3UG3ZDZ","12","2885","0.22","1120","2026-08-03T01:13:32.0005790+08:00","成品号 - 便宜大碗～ | 直冲/质保成品～ | codex接码 - 稳稳的～ | free账号 - 大部分有试用资格，不包～ | k12/bugteam - 速蹬推荐"
"解忧AI杂货铺","https://pay.ldxp.cn/shop/ALT6YBWG","12","17392","0.9","158.67","2026-08-03T01:24:55.3832550+08:00","Gemini 3.1 pro一年 | Gemini充值订阅 | Gmail邮箱 | gpt 土区代充 | GPT plus | gpt接码（codex接码) | grok"
"老霖 AI 干货铺","https://pay.ldxp.cn/shop/llai","12","1139","1","690","2026-08-03T01:24:55.3832550+08:00","谷歌账号 | 网络教程 | 纸飞机TG | AI成品号 | AI充值（GPT Claude Gemini） | Apple ID 独享"
"易享资源","https://pay.ldxp.cn/shop/yxzy","12","1052","0.98","1500","2026-08-03T01:24:55.3832550+08:00","抖音粉丝 | 精品软件 | 微信类"
"张啊三","https://pay.ldxp.cn/shop/623I7MCW","12","15417","19.5","1300","2026-08-03T01:24:55.3832550+08:00","ChatGPT | Claude | Gemini | TG/电报/飞机/ Telegram 账号"
"ai驿站","https://pay.ldxp.cn/shop/XW3JX4NP","12","529","0.5","138","2026-08-03T01:24:55.3832550+08:00","接码 | 邮箱 | Chatgpt | Gemini充值订阅 | ip"
"Gemini AI折扣站","https://pay.ldxp.cn/shop/8888","12","1719","0.5","1200","2026-08-03T01:24:55.3832550+08:00","像素工坊积分 | Chatgpt官方直充 | Claude官方直充 | Codex 接码 | Gemini | icloud plus"
"Gemini批发","https://pay.ldxp.cn/shop/bddkkb","12","15810","4","151.8","2026-08-03T01:24:55.3832550+08:00","ChatGPT 批发 | Gemini 批发 | Gemini 其他"
"gpt plus专卖","https://pay.ldxp.cn/shop/gptpluspro","12","2365","0.55","1320","2026-08-03T01:13:32.0005790+08:00","接码codex、pp和虚拟卡 | 邮箱 | CDK自助 | claude | gpt帐号"
"Only.","https://pay.ldxp.cn/shop/6204SS1C","12","99","8","488","2026-08-03T01:24:55.3832550+08:00","代理 | 一键吃丹安卓 | 一键吃丹苹果"
"YUJI","https://pay.ldxp.cn/shop/YUJI","12","2385","0.02","1188","2026-08-03T01:24:55.3832550+08:00","全部商品 | 正规直冲 | codex接码 | grok-全部"
"【铠甲勇士】Gemini gpt grok 【招代理】","https://pay.ldxp.cn/shop/I8YNQPP5","11","27237","2.76","155","2026-08-03T01:02:52.0019990+08:00","gemini 成品 | gemini 充值 | GPT成品号 | GPT充值 | grok 成品"
"超级码少","https://pay.ldxp.cn/shop/cjms","11","3375","1.9","19","2026-08-03T00:55:54.5508940+08:00","Gemini | GPT"
"辰白","https://pay.ldxp.cn/shop/DXCFOKRL","11","1097","5","1243","2026-08-03T00:55:54.5508940+08:00","手搓GPTplus，日抛周抛，看节点决定 | Codex  GPT接码   代充 | Gemini | gpt codex | GPT官方充值"
"黑白小狗AI旗舰店","https://pay.ldxp.cn/shop/5R8T9H0Q","11","2981","0.15","16.34","2026-08-03T00:59:26.1539510+08:00","接码 | 邮箱 | ChatGPT | Gemini"
"极智AI(拍之前请看说明)","https://pay.ldxp.cn/shop/L5HF415U","11","567","9.9","1250","2026-08-03T01:24:55.3832550+08:00","谷歌邮箱 | claude pro 5x 20x等相关服务 | Gemini Pro和Ultra | GPT 系列"
"落岑-招代理","https://pay.ldxp.cn/shop/5BTT5GQF","11","1833","1.89","1300","2026-08-03T01:24:55.3832550+08:00","ChatGPT Pro | codex接码 | Cursor | GPT PLUS/Team | GPT_Plus | GPT-plus成品号 | TG/电报/飞机/ Telegram 账号"
"小猴源头（一手渠道-招代理）GPT成品-5x-20x","https://pay.ldxp.cn/shop/Manai","11","1128","4.88","1250","2026-08-03T01:24:55.3832550+08:00","成品plus区 | 接码专区 | 邮箱专区 | Gemini专区 | GPT官方直充"
"Ai源头供应商","https://pay.ldxp.cn/shop/Aichongzhi888","11","970","10","1870","2026-08-03T01:06:13.8323440+08:00","ChatGPT | Claude | Gemini"
"AI中转站源头","https://pay.ldxp.cn/shop/9VX65EUH","11","2661","2","300","2026-08-03T01:24:55.3832550+08:00","微软注册机 | 智谱月卡服务 | claude月卡服务 | DeepSeek月卡服务 | GPT5.6月卡服务"
"AIKING","https://pay.ldxp.cn/shop/AIKING","11","256","2.2","1280","2026-08-03T01:24:55.3832550+08:00","邮箱 | Chatgpt | Claude | Gemini"
"Dr的宝藏小店","https://pay.ldxp.cn/shop/P4E5Z4ZO","11","1418","2.88","158","2026-08-03T01:24:55.3832550+08:00","全部商品"
"gpt成品","https://pay.ldxp.cn/shop/6YEJH8PE","11","2123","0.7","22.5","2026-08-03T00:59:26.1539510+08:00","Gemini | Gpt Free | GPT PLUS | K12"
"911-plus","https://pay.ldxp.cn/shop/20ZL32GW","10","1372","4.6","1220","2026-08-03T01:24:55.3832550+08:00","发财助手 | 稳定供货   稳定+超低价 | Gemini Pro会员"
"大耳朵图图ai批发站（渠道直供商）","https://pay.ldxp.cn/shop/hututu","10","310","18","1400","2026-08-03T01:24:55.3832550+08:00","ChatGPT | Claude | Gemini"
"代理自助提卡","https://pay.ldxp.cn/shop/7UESH10Z","10","93","30","60","2026-08-03T01:24:55.3832550+08:00","裹小递 | 顺丰科技 | 小美科技 | DD"
"抖音","https://pay.ldxp.cn/shop/YJE0LX11","10","1339","2.97","288","2026-08-03T01:24:55.3832550+08:00","抖音获客 | 各类接码 | codex接码 | Plus"
"蓝鲨科技","https://pay.ldxp.cn/shop/2KRGC6ZP","10","249","10","1635","2026-08-03T01:24:55.3832550+08:00","API 中转站 | GPT账户充值"
"龙龙科技","https://pay.ldxp.cn/shop/longlong","10","132","1","135","2026-08-03T01:24:55.3832550+08:00","IP（单码卡密） | IP（双码卡密）"
"买AI","https://pay.ldxp.cn/shop/maiplus","10","1705","2.38","1400","2026-08-03T01:24:55.3832550+08:00","Chatgpt官方直充 | claude美区代充 | GPT/codex一次性接码 | Open Ai长效接码"
"牧羊人 【月卡、Team招代理】","https://pay.ldxp.cn/shop/Z1WQCCGN","10","1306","0.99","1280","2026-08-03T00:52:11.4988320+08:00","Claude | Gemini Pro会员 | GPT | GPT Codex接码 | TikTok"
"青椒·可乐  AI供应商","https://pay.ldxp.cn/shop/RWX9MOTN","10","729","1.9","1000","2026-08-03T01:28:14.9787100+08:00","吉屁提 | 中转站 | ChatGPT | Codex 接码 | Gemini Pro 1年充值【官方订阅】 | GPT RT Plus 成品号（欧洲渠道）"
"商家7556","https://pay.ldxp.cn/shop/WY9D3FVV","10","15452","1","1250","2026-08-03T01:18:01.1337090+08:00","谷歌邮箱 | 谷歌gemini | 接码 | GPT | GPT直充 | TG/电报/飞机/ Telegram 账号 | TG/电报/飞机/gram 账号"
"小飞潮人馆","https://pay.ldxp.cn/shop/xiaofei","10","1195","0.98","88.8","2026-08-03T01:18:01.1337090+08:00","宠物驱虫用品 | 话费充值 | 精品软件 | 快递业务 | 猫砂 | 微信类 | 微信收钱设备 | 燕塘酸奶"
"小高老板娘的接码店","https://pay.ldxp.cn/shop/O1PF7YKC","10","758","4.3","1695.05","2026-08-03T01:24:55.3832550+08:00","Claude官方直冲 | codex接码 | GPT官方直冲 | GPT官方直冲【菲区】"
"鸭梨AI image2 图像生成服务","https://pay.ldxp.cn/shop/Yaliai","10","1728","3.96","1276","2026-08-03T01:24:55.3832550+08:00","ChatGPT最稳 | Codex  GPT接码 | GPT-image2 图片（积分卡） | GPT-image2 图片（月卡） | GPT-image2 图片（周卡） | Open Ai"
"Acc小铺","https://pay.ldxp.cn/shop/EH5HFMO3","10","1255","1","154","2026-08-03T00:55:54.5508940+08:00","Gemini | GPT"
"Godless小铺","https://pay.ldxp.cn/shop/DL6MFAF9","10","2611","2.5","13.2","2026-08-03T00:55:54.5508940+08:00","Claude | GPT Plus | GPT接码 | k12team"
"littleKK","https://pay.ldxp.cn/shop/BVGUTB12","10","415","5.99","56","2026-08-03T01:24:55.3832550+08:00","AI来了中转站套餐  官方倍率 | GPT | TG/电报/飞机/gram 账号"
"TTAPI","https://pay.ldxp.cn/shop/HO6HHJIX","10","28234","0.15","300","2026-08-03T01:02:52.0019990+08:00","接🐎类 | 邮箱帐号 | 中转站Codex订阅 | gemini 成品 | gemini 充值 | GPT成品号"
"X岛","https://pay.ldxp.cn/shop/xxx","10","732","1.69","1280","2026-08-03T01:24:55.3832550+08:00","成品gpt | 接码 | Claude | Gemini | Gemini充值订阅 | GPT"
"0error","https://pay.ldxp.cn/shop/0error","9","26083","4.44","1430","2026-08-03T01:24:55.3832550+08:00","ChatGPT | Gemini | gemini 成品 | gemini 充值"
"吃丹修仙助手","https://pay.ldxp.cn/shop/qingyi","9","1486","2","166","2026-08-03T01:24:55.3832550+08:00","安卓吃丹修仙助手 | 修仙丹"
"咕咕嘎嘎|AI源头直营","https://pay.ldxp.cn/shop/YEH34OCZ","9","240","131","1660","2026-08-03T01:24:55.3832550+08:00","Claude官方直充 | GPT官方直充"
"赫默斯","https://pay.ldxp.cn/shop/allcodex","9","2750","2.76","1240","2026-08-03T01:06:13.8323440+08:00","接码 | Chatgpt | gpt-plus | GPT-PRO | gpt接码"
"咔咔","https://pay.ldxp.cn/shop/D92VW084","9","357","10","500","2026-08-03T00:55:54.5508940+08:00","ChatGPT Plus | Gemini | GPT Plus | GPT puls"
"漫想+","https://pay.ldxp.cn/shop/ayang","9","191","10","1000","2026-08-03T01:24:55.3832550+08:00","漫想+ 兑换码 | 漫想+去字幕软件授权码 | 漫想+写作软件 | AIGC视频生成兑换码"
"女澡堂搓澡工","https://pay.ldxp.cn/shop/icloud","9","2089","0.3","34.5","2026-08-03T01:02:52.0019990+08:00","苹果微软邮箱 | Chatgpt plus"
"商家2143","https://pay.ldxp.cn/shop/WLYCCVIP","9","800","2","1800","2026-08-03T01:24:55.3832550+08:00","分销codex | codex"
"图图Ai服务商","https://pay.ldxp.cn/shop/tutu5485","9","4034","10","1680","2026-08-03T01:28:14.9787100+08:00","Claude | Gemini | GPT Plus"
"星辰之恋","https://pay.ldxp.cn/shop/ES16K4M9","9","88","2","1580","2026-08-03T01:24:55.3832550+08:00","合伙人 | 神秘人查询 | SVIP会员"
"云洲-AI源头","https://pay.ldxp.cn/shop/aijp","9","600","5","1230","2026-08-03T01:24:55.3832550+08:00","谷歌gemini | Chatgpt成品号 | Chatgpt充值 | claude | Grok"
"ai充值","https://pay.ldxp.cn/shop/aicz","9","209","29","1238","2026-08-03T01:06:13.8323440+08:00","chatgpt | claude | gemini"
"AI订阅","https://pay.ldxp.cn/shop/aiai778","9","473","17.5","1300","2026-08-03T00:48:19.5027050+08:00","Gemini | GPT直充 | Grok直充"
"AI批发","https://pay.ldxp.cn/shop/ai-plus","9","241","5.9","1290","2026-08-03T00:48:19.5027050+08:00","ChatGPT(成品号) | ChatGPT(官方直充) | ChatGPT接码 | Gemini"
"AI小屋","https://pay.ldxp.cn/shop/rgzn","9","3819","0.19","80","2026-08-03T01:28:14.9787100+08:00","邮箱 | ChatGPT | Gemini"
"aihome","https://pay.ldxp.cn/shop/gpt_plus","9","3757","0.62","650","2026-08-03T01:24:55.3832550+08:00","日抛json格式【不适合个人用】 | ChatGPT | Gemini Pro会员 | gpt free"
"Chatgpt（源头）","https://pay.ldxp.cn/shop/OGBZJ5SY","9","646","2.8","1300","2026-08-03T01:24:55.3832550+08:00","chatgpt plus一个月 | Chatgpt Pro | Claude pro | Gemini Pro会员分区 | gpt接码（codex接码) | Super grok"
"Chronos","https://pay.ldxp.cn/shop/1KUKOX05","9","1412","0.5","2004","2026-08-03T01:24:55.3832550+08:00","谷歌邮箱系列 | AI直充 | grok-全部 | ip"
"Libero","https://pay.ldxp.cn/shop/libero","9","627","0.6","146.3","2026-08-03T01:24:55.3832550+08:00","Chatgpt | Claude | Gemini | warp额度账号和网关时长"
"Ludan AI商店【GPT源头直供/招代理】","https://pay.ldxp.cn/shop/ludan","9","146","14","1780","2026-08-03T01:24:55.3832550+08:00","AI订阅/cdk"
"Tim的AI便利店","https://pay.ldxp.cn/shop/Tim_AI","9","250","13.88","1220","2026-08-03T01:28:14.9787100+08:00","邮箱 | ChatGPT | Claude | Gemini"
"YOUC","https://pay.ldxp.cn/shop/INJXURRY","9","844","1","135","2026-08-03T01:02:52.0019990+08:00","AI Coding 充值 | GPT plus成品号"
"YYYYD","https://pay.ldxp.cn/shop/LD52LLPD","9","411","1.69","139","2026-08-03T01:21:44.1927740+08:00","ChatGPT Plus | ChatGPT Plus代充 | ChatGPT-OpenAI PLUS账号 | Gemini | gpt接码"
"咕咕嘎嘎","https://pay.ldxp.cn/shop/oaoi","8","17377","0.8","177.27","2026-08-03T01:09:57.3074800+08:00","codex | codex Plus | codex(正价代充) | gemini 充值 | Gemini Pro会员"
"静态IP","https://pay.ldxp.cn/shop/HLT0XHF9","8","376","10","1375","2026-08-03T01:24:55.3832550+08:00","ChatGPT Plus | ChatGPT Pro | Gemini | ip"
"眺望AI铺","https://pay.ldxp.cn/shop/8DFQIS1L","8","1013","3","1150","2026-08-03T00:48:19.5027050+08:00","接码类 | ChatGPT | ChatGPT官冲 | Gemini pro"
"晚风小铺","https://pay.ldxp.cn/shop/ERER623R","8","1096","8","1275","2026-08-03T01:13:32.0005790+08:00","Chatgpt | Claude | Gemini Pro会员"
